school,city,stateProvince,country,schoolcitystate,lon,lat
Matanzas,Palm Coast,FL,USA,"Matanzas, Palm Coast, FL",-81.2185979,29.6621881
Mater Academy Charter,Hialeah,FL,USA,"Mater Academy Charter, Hialeah, FL",-80.325615,25.8684347
McArthur,Hollywood,FL,USA,"McArthur, Hollywood, FL",-80.2166875,26.0107417
Melbourne Central Catholic,Melbourne,FL,USA,"Melbourne Central Catholic, Melbourne, FL",-80.6169942,28.0578926
Melbourne Senior,Melbourne,FL,USA,"Melbourne Senior, Melbourne, FL",-80.6322495,28.1213572
Merritt Island,Merritt Island,FL,USA,"Merritt Island, Merritt Island, FL",-80.6659842,28.3180688
Merritt Island,Palm Bay,FL,USA,"Merritt Island, Palm Bay, FL",-80.5886646,28.0344621
Miami Beach Senior,Miami Beach,FL,USA,"Miami Beach Senior, Miami Beach, FL",-80.1344124,25.786311
Miami Carol City,Hallandale,FL,USA,"Miami Carol City, Hallandale, FL",-80.2784745,25.9395677
Miami Carol City,Hialeah,FL,USA,"Miami Carol City, Hialeah, FL",-80.2784745,25.9395677
Miami Carol City,Hollywood,FL,USA,"Miami Carol City, Hollywood, FL",-80.2784745,25.9395677
Miami Carol City,Miami,FL,USA,"Miami Carol City, Miami, FL",-80.2543383,25.9424855
Miami Carol City,Opa Locka,FL,USA,"Miami Carol City, Opa Locka, FL",-80.2543383,25.9424855
Miami Central,Hialeah,FL,USA,"Miami Central, Hialeah, FL",-80.2282458,25.8623251
Miami Central,Hollywood,FL,USA,"Miami Central, Hollywood, FL",-80.1573327,26.0223348
Miami Central,Miami,FL,USA,"Miami Central, Miami, FL",-80.1956998,25.7802731
Miami Coral Park,Miami,FL,USA,"Miami Coral Park, Miami, FL",-80.338943,25.7552767
Miami Country Day School,Miami,FL,USA,"Miami Country Day School, Miami, FL",-80.183936,25.874262
Miami Jackson,Miami,FL,USA,"Miami Jackson, Miami, FL",-80.2250786,25.8106469
Miami Killian HS,Miami,FL,USA,"Miami Killian HS, Miami, FL",-80.3496469,25.670241
Miami Norland HS,Miami,FL,USA,"Miami Norland HS, Miami, FL",-80.2205119,25.9515015
Miami Palmetto,Miami,FL,USA,"Miami Palmetto, Miami, FL",-80.3157126,25.6604463
Miami Senior,Miami,FL,USA,"Miami Senior, Miami, FL",-80.1906886,25.7787227
Miami Southridge,Hialeah,FL,USA,"Miami Southridge, Hialeah, FL",-80.3756786,25.5865208
Miami Southridge,Homestead,FL,USA,"Miami Southridge, Homestead, FL",-80.3756786,25.5865208
Miami Southridge,Miami,FL,USA,"Miami Southridge, Miami, FL",-80.3756786,25.5865208
Miami Springs Senior,Miami,FL,USA,"Miami Springs Senior, Miami, FL",-80.2945841,25.8307862
Middleburg,Jacksonville,FL,USA,"Middleburg, Jacksonville, FL",-81.8603778,30.0688512
Middleburg,Middleburg,FL,USA,"Middleburg, Middleburg, FL",-81.8603778,30.0688512
Middleton,Tampa,FL,USA,"Middleton, Tampa, FL",-82.4336077,27.9896868
Milton,Milton,FL,USA,"Milton, Milton, FL",-87.0396881,30.6324149
Milton,Pensacola,FL,USA,"Milton, Pensacola, FL",-87.0396881,30.6324149
Miramar,Hallandale,FL,USA,"Miramar, Hallandale, FL",-80.148379,25.9812024
Miramar,Hollywood,FL,USA,"Miramar, Hollywood, FL",-80.3035602,25.9860762
Miramar,Miami,FL,USA,"Miramar, Miami, FL",-80.2116772,25.7679286
Monarch,Pompano Beach,FL,USA,"Monarch, Pompano Beach, FL",-80.0898778,26.2340382
Monsignor Pace,Hollywood,FL,USA,"Monsignor Pace, Hollywood, FL",-80.2531422,25.9166201
Monsignor Pace,Opa Locka,FL,USA,"Monsignor Pace, Opa Locka, FL",-80.2531422,25.9166201
Montverde Academy,Montverde,FL,USA,"Montverde Academy, Montverde, FL",-81.675186,28.597584
Moore Haven Junior/senior,Moore Haven,FL,USA,"Moore Haven Junior/senior, Moore Haven, FL",-81.0992958,26.8318227
Mount Dora Christian Academy,Mount Dora,FL,USA,"Mount Dora Christian Academy, Mount Dora, FL",-81.6463425,28.809499
Mt. Dora,Mount Dora,FL,USA,"Mt. Dora, Mount Dora, FL",-81.644519,28.8024918
Mulberry Senior,Mulberry,FL,USA,"Mulberry Senior, Mulberry, FL",-81.9599851,27.8981629
NA,Clearwater,FL,USA,"NA, Clearwater, FL",-82.8001026,27.9658533
NA,Deerfield Beach,FL,USA,"NA, Deerfield Beach, FL",-80.0997657,26.3184123
NA,Miami,FL,USA,"NA, Miami, FL",-80.1917902,25.7616798
NA,NA,FL,USA,"NA, NA, FL",-81.9073399,28.0167585
NA,Vero Beach,FL,USA,"NA, Vero Beach, FL",-80.3972736,27.6386434
NA,Winter Haven,FL,USA,"NA, Winter Haven, FL",-81.7328567,28.0222435
NA,Zephyrhills,FL,USA,"NA, Zephyrhills, FL",-82.1811947,28.2336196
Naples,Naples,FL,USA,"Naples, Naples, FL",-81.7948103,26.1420358
Nature Coast Tech,Brooksville,FL,USA,"Nature Coast Tech, Brooksville, FL",-82.463433,28.4884728
Navarre,Navarre,FL,USA,"Navarre, Navarre, FL",-86.9123217,30.4109342
Nease,Ponte Vedra Beach,FL,USA,"Nease, Ponte Vedra Beach, FL",-81.4485112,30.0816961
New Smyrna Beach,New Smyrna Beach,FL,USA,"New Smyrna Beach, New Smyrna Beach, FL",-80.9269984,29.0258191
Newberry,Newberry,FL,USA,"Newberry, Newberry, FL",-82.6065023,29.6463535
Newsome,Lithia,FL,USA,"Newsome, Lithia, FL",-82.2064976,27.8594384
Niceville,Fort Walton Beach,FL,USA,"Niceville, Fort Walton Beach, FL",-86.6170308,30.4200708
Niceville,Niceville,FL,USA,"Niceville, Niceville, FL",-86.482172,30.5168639
Norland,Miami,FL,USA,"Norland, Miami, FL",-80.2122701,25.9489817
Norland,Opa Locka,FL,USA,"Norland, Opa Locka, FL",-80.2503271,25.9023168
North Broward Prep,Pompano Beach,FL,USA,"North Broward Prep, Pompano Beach, FL",-80.1824127,26.3264542
North Carolina Tech,Orlando,FL,USA,"North Carolina Tech, Orlando, FL",-79.0192997,35.7595731
North Florida Christian,Tallahassee,FL,USA,"North Florida Christian, Tallahassee, FL",-84.279348,30.48753
North Fort Myers,Cape Coral,FL,USA,"North Fort Myers, Cape Coral, FL",-81.8800861,26.6672935
North Fort Myers,North Fort Myers,FL,USA,"North Fort Myers, North Fort Myers, FL",-81.8800861,26.6672935
North Marion,Citra,FL,USA,"North Marion, Citra, FL",-82.14118,29.3399884
North Miami,Miami,FL,USA,"North Miami, Miami, FL",-80.1867138,25.8900949
North Miami Beach Senior,Miami,FL,USA,"North Miami Beach Senior, Miami, FL",-80.1753259,25.9299894
North Port,North Port,FL,USA,"North Port, North Port, FL",-82.2359254,27.044224
Northeast,Fort Lauderdale,FL,USA,"Northeast, Fort Lauderdale, FL",-80.1112081,26.1988299
Northeast,Saint Petersburg,FL,USA,"Northeast, Saint Petersburg, FL",-82.634839,27.7901532
Northside Christian School,Saint Petersburg,FL,USA,"Northside Christian School, Saint Petersburg, FL",-82.7449833,27.8301445
Northview,Century,FL,USA,"Northview, Century, FL",-87.4063723,30.9672112
Northwestern,Miami,FL,USA,"Northwestern, Miami, FL",-80.2130374,25.8382097
Nova,Fort Lauderdale,FL,USA,"Nova, Fort Lauderdale, FL",-80.157322,26.1222558
Oak Ridge,Orlando,FL,USA,"Oak Ridge, Orlando, FL",-81.4245155,28.4711157
Oakleaf,Orange Park,FL,USA,"Oakleaf, Orange Park, FL",-81.8224614,30.1823704
Ocoee,Ocoee,FL,USA,"Ocoee, Ocoee, FL",-81.5439619,28.5691677
Okeechobee,Okeechobee,FL,USA,"Okeechobee, Okeechobee, FL",-80.8297828,27.2439349
Olympia,Apopka,FL,USA,"Olympia, Apopka, FL",-81.5061481,28.4978921
Olympia,Orlando,FL,USA,"Olympia, Orlando, FL",-81.4739835,28.4927588
Olympic Heights Community,Boca Raton,FL,USA,"Olympic Heights Community, Boca Raton, FL",-80.1886069,26.376736
Orange Park,Orange Park,FL,USA,"Orange Park, Orange Park, FL",-81.706484,30.1660736
Orangewood Christian School,Apopka,FL,USA,"Orangewood Christian School, Apopka, FL",-81.3802303,28.6299525
Orangewood Christian School,Maitland,FL,USA,"Orangewood Christian School, Maitland, FL",-81.3802303,28.6299525
Orangewood Christian School,Orlando,FL,USA,"Orangewood Christian School, Orlando, FL",-81.3802303,28.6299525
Orlando Christian Prep,Orlando,FL,USA,"Orlando Christian Prep, Orlando, FL",-81.3112734,28.5357853
Orlando Lutheran Academy,Orlando,FL,USA,"Orlando Lutheran Academy, Orlando, FL",-81.375321,28.548294
Osceola,Kissimmee,FL,USA,"Osceola, Kissimmee, FL",-81.407571,28.2919557
Osceola,Seminole,FL,USA,"Osceola, Seminole, FL",-82.7725684,27.8609847
Out-of-door Academy,Sarasota,FL,USA,"Out-of-door Academy, Sarasota, FL",-82.56004,27.285958
Oviedo,Oviedo,FL,USA,"Oviedo, Oviedo, FL",-81.2081203,28.669997
Oxbridge Academy,Delray Beach,FL,USA,"Oxbridge Academy, Delray Beach, FL",-80.112076,26.723454
Oxbridge Academy,West Palm Beach,FL,USA,"Oxbridge Academy, West Palm Beach, FL",-80.112076,26.723454
P.K. Yonge,Gainesville,FL,USA,"P.K. Yonge, Gainesville, FL",-82.3346766,29.6400654
Pace,Milton,FL,USA,"Pace, Milton, FL",-87.0396881,30.6324149
Pahokee,Pahokee,FL,USA,"Pahokee, Pahokee, FL",-80.665335,26.8200607
Palatka,Palatka,FL,USA,"Palatka, Palatka, FL",-81.6375819,29.6485801
Palm Bay Senior,Melbourne,FL,USA,"Palm Bay Senior, Melbourne, FL",-80.6596454,28.0302734
Palm Beach Central,Lake Worth,FL,USA,"Palm Beach Central, Lake Worth, FL",-80.058279,26.610492
Palm Beach Central,West Palm Beach,FL,USA,"Palm Beach Central, West Palm Beach, FL",-80.1795212,26.6528034
Palm Beach Gardens,Delray Beach,FL,USA,"Palm Beach Gardens, Delray Beach, FL",-80.0672462,26.4614093
Palm Beach Gardens,Palm Beach Gardens,FL,USA,"Palm Beach Gardens, Palm Beach Gardens, FL",-80.1019144,26.8396096
Palm Beach Gardens,West Palm Beach,FL,USA,"Palm Beach Gardens, West Palm Beach, FL",-80.1019144,26.8396096
Palm Beach Lakes,West Palm Beach,FL,USA,"Palm Beach Lakes, West Palm Beach, FL",-80.0705973,26.7253421
Palm Harbor University,Palm Harbor,FL,USA,"Palm Harbor University, Palm Harbor, FL",-82.7622528,28.0849361
Palmetto,Bradenton,FL,USA,"Palmetto, Bradenton, FL",-82.5723193,27.5214269
Palmetto,Palmetto,FL,USA,"Palmetto, Palmetto, FL",-82.5723193,27.5214269
Palmetto Ridge,Naples,FL,USA,"Palmetto Ridge, Naples, FL",-81.5776652,26.2957505
Park Vista Community,Lake Worth,FL,USA,"Park Vista Community, Lake Worth, FL",-80.1445943,26.558496
Parkway Academy,Hollywood,FL,USA,"Parkway Academy, Hollywood, FL",-80.3118659,26.032393
Pasco,Dade City,FL,USA,"Pasco, Dade City, FL",-82.1959178,28.3647248
Paxon School/advanced Studies,Jacksonville,FL,USA,"Paxon School/advanced Studies, Jacksonville, FL",-81.724052,30.3445234
Pedro Menendez,Saint Augustine,FL,USA,"Pedro Menendez, Saint Augustine, FL",-81.3141142,29.8916773
Pembroke Pines Charter,Fort Lauderdale,FL,USA,"Pembroke Pines Charter, Fort Lauderdale, FL",-80.311521,26.0287194
Pensacola,Pensacola,FL,USA,"Pensacola, Pensacola, FL",-87.2169149,30.421309
Pensacola Catholic,Pensacola,FL,USA,"Pensacola Catholic, Pensacola, FL",-87.2507531,30.4374828
Pine Castle Christian Academy,Orlando,FL,USA,"Pine Castle Christian Academy, Orlando, FL",-81.4010149,28.4631554
Pine Crest School,Fort Lauderdale,FL,USA,"Pine Crest School, Fort Lauderdale, FL",-80.1258431,26.2041076
Pine Forest,Pensacola,FL,USA,"Pine Forest, Pensacola, FL",-87.2953239,30.4878952
Pine Ridge,Deltona,FL,USA,"Pine Ridge, Deltona, FL",-81.161853,28.8870363
Pinellas Park,Largo,FL,USA,"Pinellas Park, Largo, FL",-82.6995443,27.8428025
Pine-Richland,Miami,FL,USA,"Pine-Richland, Miami, FL",-80.1917902,25.7616798
Piper,Fort Lauderdale,FL,USA,"Piper, Fort Lauderdale, FL",-80.1135889,26.138429
Plant,Tampa,FL,USA,"Plant, Tampa, FL",-82.512969,27.92804
Plant City,Plant City,FL,USA,"Plant City, Plant City, FL",-82.1128641,28.0186323
Plantation,Fort Lauderdale,FL,USA,"Plantation, Fort Lauderdale, FL",-80.2331036,26.1275862
Pompano Beach,Pompano Beach,FL,USA,"Pompano Beach, Pompano Beach, FL",-80.1247667,26.2378597
Ponte Vedra,Ponte Vedra Beach,FL,USA,"Ponte Vedra, Ponte Vedra Beach, FL",-81.3852595,30.2400058
Pope John Paul II,Boca Raton,FL,USA,"Pope John Paul II, Boca Raton, FL",-80.1244953,26.3879164
Port Charlotte,Port Charlotte,FL,USA,"Port Charlotte, Port Charlotte, FL",-82.0906448,26.9761707
Port St. Joe,Port Saint Joe,FL,USA,"Port St. Joe, Port Saint Joe, FL",-85.302974,29.8118757
Port St. Lucie,Port Saint Lucie,FL,USA,"Port St. Lucie, Port Saint Lucie, FL",-80.3582261,27.2730492
Providence,Jacksonville,FL,USA,"Providence, Jacksonville, FL",-81.5335572,30.2846553
Raines,Jacksonville,FL,USA,"Raines, Jacksonville, FL",-81.7093987,30.3821573
Ransom Everglades School,Miami,FL,USA,"Ransom Everglades School, Miami, FL",-80.2444114,25.7228584
Ridge Community,Davenport,FL,USA,"Ridge Community, Davenport, FL",-81.6291899,28.1502042
Ridgeview,Orange Park,FL,USA,"Ridgeview, Orange Park, FL",-81.7936608,30.1320339
Ridgewood,New Port Richey,FL,USA,"Ridgewood, New Port Richey, FL",-82.7206686,28.2330343
Riverdale,Fort Myers,FL,USA,"Riverdale, Fort Myers, FL",-81.7236216,26.7067073
Riverview,Riverview,FL,USA,"Riverview, Riverview, FL",-82.3264809,27.8661364
Riverview,Sarasota,FL,USA,"Riverview, Sarasota, FL",-82.5183869,27.282344
Riviera Beach Maritime Academy,West Palm Beach,FL,USA,"Riviera Beach Maritime Academy, West Palm Beach, FL",-80.0680828,26.5854612
Robert E. Lee,Jacksonville,FL,USA,"Robert E. Lee, Jacksonville, FL",-81.7039438,30.3069669
Robinson,Tampa,FL,USA,"Robinson, Tampa, FL",-82.5168925,27.8737655
Rockledge,ROCKLEDGE,FL,USA,"Rockledge, ROCKLEDGE, FL",-80.7269854,28.3164498
Rockledge,Southwest Brevard Cnty,FL,USA,"Rockledge, Southwest Brevard Cnty, FL",-80.7269854,28.3164498
Rockledge Senior,Southwest Brevard Cnty,FL,USA,"Rockledge Senior, Southwest Brevard Cnty, FL",-80.6597793,27.9903213
Ronald Reagan Doral,Miami,FL,USA,"Ronald Reagan Doral, Miami, FL",-80.3721356,25.8525231
Royal Palm Beach,West Palm Beach,FL,USA,"Royal Palm Beach, West Palm Beach, FL",-80.2306019,26.7083984
Rutherford,Panama City,FL,USA,"Rutherford, Panama City, FL",-85.6149463,30.1659921
Samuel W. Wolfson,Jacksonville,FL,USA,"Samuel W. Wolfson, Jacksonville, FL",-81.615734,30.249874
Sandalwood,Jacksonville,FL,USA,"Sandalwood, Jacksonville, FL",-81.5082489,30.3105172
Santa Fe,Alachua,FL,USA,"Santa Fe, Alachua, FL",-82.4303905,29.8835746
Santa Fe Catholic,Lakeland,FL,USA,"Santa Fe Catholic, Lakeland, FL",-81.8990742,28.0496248
Santa Rosa,Hollywood,FL,USA,"Santa Rosa, Hollywood, FL",-87.0991551,30.6481867
Santaluces Community,Lake Worth,FL,USA,"Santaluces Community, Lake Worth, FL",-80.1017457,26.5738112
Sarasota,Sarasota,FL,USA,"Sarasota, Sarasota, FL",-82.5306527,27.3364347
Satellite Senior,Satellite Beach,FL,USA,"Satellite Senior, Satellite Beach, FL",-80.5973184,28.1863502
Seabreeze,Daytona Beach,FL,USA,"Seabreeze, Daytona Beach, FL",-81.015593,29.2357188
Sebastian River,Crestview,FL,USA,"Sebastian River, Crestview, FL",-80.5154274,27.7581658
Sebastian River,Sebastian,FL,USA,"Sebastian River, Sebastian, FL",-80.5003304,27.8395854
Sebring,Sebring,FL,USA,"Sebring, Sebring, FL",-81.440907,27.495592
Sebring,Tampa,FL,USA,"Sebring, Tampa, FL",-82.4875688,28.0638514
Seffner Christian Academy,Lake Wales,FL,USA,"Seffner Christian Academy, Lake Wales, FL",-82.3040183,28.0005115
Seminole,Sanford,FL,USA,"Seminole, Sanford, FL",-81.3388599,28.8034556
Seminole,Seminole,FL,USA,"Seminole, Seminole, FL",-82.7912134,27.8397466
Seminole Ridge,Loxahatchee,FL,USA,"Seminole Ridge, Loxahatchee, FL",-80.3098677,26.7470564
Sheridan Hills Christian School,Hollywood,FL,USA,"Sheridan Hills Christian School, Hollywood, FL",-80.1817088,26.033809
Sickles,Tampa,FL,USA,"Sickles, Tampa, FL",-82.579612,28.0796349
Somerset Academy Charter,Pembroke Pines,FL,USA,"Somerset Academy Charter, Pembroke Pines, FL",-80.425974,26.018176
South Broward,Hollywood,FL,USA,"South Broward, Hollywood, FL",-80.1421623,26.0284499
South Dade,Homestead,FL,USA,"South Dade, Homestead, FL",-80.4598432,25.5008829
South Dade,Miami,FL,USA,"South Dade, Miami, FL",-80.2907618,25.7050697
South Fork,Stuart,FL,USA,"South Fork, Stuart, FL",-80.2406359,27.160212
South Fort Myers,Fort Myers,FL,USA,"South Fort Myers, Fort Myers, FL",-81.8490739,26.5377673
South Lake,Groveland,FL,USA,"South Lake, Groveland, FL",-81.8590257,28.5565339
South Miami Senior,Miami,FL,USA,"South Miami Senior, Miami, FL",-80.3052678,25.7204052
South Plantation,Fort Lauderdale,FL,USA,"South Plantation, Fort Lauderdale, FL",-80.2201875,26.1031125
South Sumter,Bushnell,FL,USA,"South Sumter, Bushnell, FL",-82.113107,28.6728801
Southeast,Bradenton,FL,USA,"Southeast, Bradenton, FL",-82.5506243,27.468358
Southwest Miami,Miami,FL,USA,"Southwest Miami, Miami, FL",-80.338941,25.722601
Spanish River Community,Boca Raton,FL,USA,"Spanish River Community, Boca Raton, FL",-80.145077,26.3961779
Spoto,Riverview,FL,USA,"Spoto, Riverview, FL",-82.353851,27.8848244
Spruce Creek,Port Orange,FL,USA,"Spruce Creek, Port Orange, FL",-81.0382016,29.075981
St Andrew's School,Boca Raton,FL,USA,"St Andrew's School, Boca Raton, FL",-80.1471075,26.384682
St John Neumann,Naples,FL,USA,"St John Neumann, Naples, FL",-81.7127423,26.1713583
St Joseph Academy,Saint Augustine,FL,USA,"St Joseph Academy, Saint Augustine, FL",-81.3299701,29.8805061
St Petersburg Catholic,Saint Petersburg,FL,USA,"St Petersburg Catholic, Saint Petersburg, FL",-82.7212493,27.7816408
St Stephen's Episcopal School,Bradenton,FL,USA,"St Stephen's Episcopal School, Bradenton, FL",-82.6016133,27.4972695
St Stephen's Episcopal School,Sarasota,FL,USA,"St Stephen's Episcopal School, Sarasota, FL",-82.6016133,27.4972695
St. Augustine,Saint Augustine,FL,USA,"St. Augustine, Saint Augustine, FL",-81.3124341,29.9012437
St. Cloud,Saint Cloud,FL,USA,"St. Cloud, Saint Cloud, FL",-81.2811801,28.2489016
St. Francis Catholic,Gainesville,FL,USA,"St. Francis Catholic, Gainesville, FL",-82.4666614,29.6927501
St. John's Day School,Orange Park,FL,USA,"St. John's Day School, Orange Park, FL",-81.7434827,30.1459375
St. Lucie West Centennial,Port Saint Lucie,FL,USA,"St. Lucie West Centennial, Port Saint Lucie, FL",-80.3796682,27.298638
St. Peter Catholic High School,Saint Petersburg,FL,USA,"St. Peter Catholic High School, Saint Petersburg, FL",-82.7212493,27.7816408
St. Petersburg,Saint Petersburg,FL,USA,"St. Petersburg, Saint Petersburg, FL",-82.6402915,27.7676008
St. Thomas Aquinas,Bradenton,FL,USA,"St. Thomas Aquinas, Bradenton, FL",-82.737154,27.782113
St. Thomas Aquinas,Delray Beach,FL,USA,"St. Thomas Aquinas, Delray Beach, FL",-80.181182,26.108379
St. Thomas Aquinas,Fort Lauderdale,FL,USA,"St. Thomas Aquinas, Fort Lauderdale, FL",-80.181182,26.108379
St. Thomas Aquinas,Lake Worth,FL,USA,"St. Thomas Aquinas, Lake Worth, FL",-80.181182,26.108379
St. Thomas Aquinas,Miami,FL,USA,"St. Thomas Aquinas, Miami, FL",-80.181182,26.108379
St. Thomas Aquinas,Opa Locka,FL,USA,"St. Thomas Aquinas, Opa Locka, FL",-80.3307048,25.8900382
St. Thomas Aquinas,Pembroke Pines,FL,USA,"St. Thomas Aquinas, Pembroke Pines, FL",-80.181182,26.108379
St. Thomas Aquinas,Pompano Beach,FL,USA,"St. Thomas Aquinas, Pompano Beach, FL",-80.181182,26.108379
St. Thomas Aquinas,West Palm Beach,FL,USA,"St. Thomas Aquinas, West Palm Beach, FL",-80.181182,26.108379
Steinbrenner,Lutz,FL,USA,"Steinbrenner, Lutz, FL",-82.5346076,28.15844
Stranahan,Fort Lauderdale,FL,USA,"Stranahan, Fort Lauderdale, FL",-80.1374899,26.1184624
Suncoast,West Palm Beach,FL,USA,"Suncoast, West Palm Beach, FL",-80.0527501,26.7266149
Sunset,Miami,FL,USA,"Sunset, Miami, FL",-80.3355971,25.7014534
Sunshine Academy,Winter Garden,FL,USA,"Sunshine Academy, Winter Garden, FL",-81.47376,28.5380219
Superior Collegiate Academy,Clearwater,FL,USA,"Superior Collegiate Academy, Clearwater, FL",-82.7758413,27.9152717
Suwannee,Live Oak,FL,USA,"Suwannee, Live Oak, FL",-82.98402,30.2949457
Tallahassee Leon,Tallahassee,FL,USA,"Tallahassee Leon, Tallahassee, FL",-84.2807329,30.4382559
Tampa Bay Tech,Tampa,FL,USA,"Tampa Bay Tech, Tampa, FL",-82.375371,28.0080642
Tampa Catholic,Brandon,FL,USA,"Tampa Catholic, Brandon, FL",-82.4774705,27.9874282
Tampa Catholic,Tampa,FL,USA,"Tampa Catholic, Tampa, FL",-82.4774705,27.9874282
Tarpon Springs,Tarpon Springs,FL,USA,"Tarpon Springs, Tarpon Springs, FL",-82.7567679,28.1461248
Tavares,Tavares,FL,USA,"Tavares, Tavares, FL",-81.725632,28.8041579
Taylor County,Perry,FL,USA,"Taylor County, Perry, FL",-83.5821063,30.1115662
Tenoroc,Lakeland,FL,USA,"Tenoroc, Lakeland, FL",-81.8769163,28.1002782
Terry Parker,Jacksonville,FL,USA,"Terry Parker, Jacksonville, FL",-81.5749807,30.3418633
The Benjamin School,North Palm Beach,FL,USA,"The Benjamin School, North Palm Beach, FL",-80.063222,26.838232
The Bolles School,Jacksonville,FL,USA,"The Bolles School, Jacksonville, FL",-81.6277632,30.2407638
The First Academy,Orlando,FL,USA,"The First Academy, Orlando, FL",-81.4245351,28.5148322
The King's Academy,West Palm Beach,FL,USA,"The King's Academy, West Palm Beach, FL",-80.181229,26.693724
The Potter's House Christian Academy,Jacksonville,FL,USA,"The Potter's House Christian Academy, Jacksonville, FL",-81.7522397,30.3040764
Timber Creek,Orlando,FL,USA,"Timber Creek, Orlando, FL",-81.1478198,28.5270399
Titusville,Titusville,FL,USA,"Titusville, Titusville, FL",-80.8075537,28.6122187
Treasure Coast,Port Saint Lucie,FL,USA,"Treasure Coast, Port Saint Lucie, FL",-80.36454,27.2450938
Trenton,Trenton,FL,USA,"Trenton, Trenton, FL",-82.8176203,29.6132942
Trinity Catholic,Ocala,FL,USA,"Trinity Catholic, Ocala, FL",-82.1352908,29.1728489
Trinity Christian Academy,Deland,FL,USA,"Trinity Christian Academy, Deland, FL",-81.2542724,28.9244672
Trinity Christian Academy,Deltona,FL,USA,"Trinity Christian Academy, Deltona, FL",-81.2542724,28.9244672
Trinity Christian Academy,Jacksonville,FL,USA,"Trinity Christian Academy, Jacksonville, FL",-81.7962449,30.3100098
Trinity Christian Academy,Orange Park,FL,USA,"Trinity Christian Academy, Orange Park, FL",-81.7962449,30.3100098
Trinity Preparatory School,Winter Park,FL,USA,"Trinity Preparatory School, Winter Park, FL",-81.272662,28.612658
Umatilla,Umatilla,FL,USA,"Umatilla, Umatilla, FL",-81.6656305,28.9294316
Union County,Lake Butler,FL,USA,"Union County, Lake Butler, FL",-82.3395574,30.0227391
University,Orange City,FL,USA,"University, Orange City, FL",-81.3131618,28.9320357
